Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas_final,Jugador2,Jugador,Calificacion,Zonas,Categoria,Optional Column
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:38:21,00:38:21,0.000,12,8,6,,7,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:38:25,00:38:25,0.000,10,6,8,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:38:29,00:38:29,0.000,10,3,6,,10,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:38:33,00:38:33,0.000,7,6,3,,10,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:38:37,00:38:37,0.000,12,4,6,,7,medio,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:38:44,00:38:44,0.000,18,7,4,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:39:10,00:39:10,0.000,18,8,4,,18,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:39:13,00:39:13,0.000,23,7,8,,18,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Perdida,,00:39:15,00:39:15,0.000,Volver,,8,,18,Interceptado,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:39:41,00:39:41,0.000,11,6,2,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:39:44,00:39:44,0.000,13,3,6,,11,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:39:45,00:39:45,0.000,13,5,3,,13,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Perdida,,00:39:45,00:39:45,0.000,Volver,,3,,13,Interceptado,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:39:52,00:39:52,0.000,7,6,1,,8,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:39:56,00:39:56,0.000,10,11,6,,7,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:39:58,00:39:58,0.000,8,5,11,,10,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:40:00,00:40:00,0.000,4,1,5,,8,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:40:14,00:40:14,0.000,12,2,1,,8,S arquero pie,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:40:17,00:40:17,0.000,15,4,2,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:40:58,00:40:58,0.000,8,5,1,,4,S arquero pie,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:40:59,00:40:59,0.000,5,2,5,,8,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:41:07,00:41:07,0.000,4,1,2,,6,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:41:09,00:41:09,0.000,2,6,1,,4,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:41:14,00:41:14,0.000,13,11,6,,2,medio,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:41:17,00:41:17,0.000,10,3,11,,10,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:41:19,00:41:19,0.000,7,6,3,,10,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:41:23,00:41:23,0.000,8,2,6,,7,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:41:27,00:41:27,0.000,12,4,2,,9,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Falta,,00:42:58,00:42:58,0.000,Volver,,5,,10,Hecha,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:44:25,00:44:25,0.000,9,4,1,,4,S arquero pie,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:46:20,00:46:20,0.000,12,8,7,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:46:24,00:46:24,0.000,8,2,8,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:46:25,00:46:25,0.000,7,6,2,,8,corto,
