Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas_final,Jugador2,Calificacion,Zonas,Jugador,Categoria,Optional Column
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:46:39,01:46:39,0.000,8,2,,7,6,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:46:42,01:46:42,0.000,8,1,,8,2,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:46:45,01:46:45,0.000,10,3,,4,1,largo,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:46:49,01:46:49,0.000,10,5,,10,3,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:46:51,01:46:51,0.000,13,16,,10,5,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:46:54,01:46:54,0.000,10,5,,13,16,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Perdida,,01:46:55,01:46:55,0.000,Volver,,,13,16,Interceptado,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Falta,,01:47:56,01:47:56,0.000,Volver,,,13,20,Recibida,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Remate cabeza,,01:48:37,01:48:37,0.000,22,Rival,,21,6,Dificil,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Perdida,,01:48:38,01:48:38,0.000,Volver,,,21,6,Atajada,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:16,01:49:16,0.000,8,1,,7,6,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:18,01:49:18,0.000,8,2,,8,1,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:21,01:49:21,0.000,8,5,,8,2,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:22,01:49:22,0.000,8,2,,8,5,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:27,01:49:27,0.000,13,20,,8,2,medio,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:30,01:49:30,0.000,10,3,,13,20,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:33,01:49:33,0.000,7,6,,10,3,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:38,01:49:38,0.000,7,5,,7,6,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:41,01:49:41,0.000,2,1,,7,5,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:48,01:49:48,0.000,14,20,,4,1,largo,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Perdida,,01:49:49,01:49:49,0.000,Volver,,,4,1,Interceptado,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:52,01:49:52,0.000,17,16,,14,8,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:54,01:49:54,0.000,14,20,,14,16,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:49:55,01:49:55,0.000,14,10,,14,20,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:50:40,01:50:40,0.000,13,10,,13,16,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:50:43,01:50:43,0.000,16,3,,13,10,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:53:42,01:53:42,0.000,7,10,,8,8,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:53:49,01:53:49,0.000,13,16,,10,10,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Sustitucion,,01:54:49,01:54:49,0.000,Volver,19,,,,,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Sustitucion,,01:55:19,01:55:19,0.000,Volver,,,,,,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Sustitucion,,01:55:27,01:55:27,0.000,Volver,15,,15,15,,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Arquero,,01:56:03,01:56:03,0.000,Volver,,,4,1,Rebote/Despeje,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:56:39,01:56:39,0.000,13,3,,8,2,medio,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:56:48,01:56:48,0.000,17,16,,16,3,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:56:50,01:56:50,0.000,16,20,,17,16,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:57:36,01:57:36,0.000,4,1,,7,6,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:57:40,01:57:40,0.000,15,14,,4,1,medio,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:57:43,01:57:43,0.000,15,20,,15,14,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Falta,,01:57:47,01:57:47,0.000,Volver,,,15,14,Hecha,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:58:14,01:58:14,0.000,15,16,,12,14,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:58:14,01:58:14,0.000,15,20,,15,16,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:58:17,01:58:17,0.000,14,19,,14,20,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:58:35,01:58:35,0.000,4,1,,7,6,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:59:25,01:59:25,0.000,7,2,,7,5,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:59:33,01:59:33,0.000,8,5,,8,2,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:59:36,01:59:36,0.000,13,16,,11,5,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:59:39,01:59:39,0.000,17,19,,16,16,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:59:42,01:59:42,0.000,24,14,,17,19,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,01:59:44,01:59:44,0.000,21,19,,24,14,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Remate pie,,01:59:48,01:59:48,0.000,22,Rival,,21,19,Corta distancia,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Perdida,,01:59:50,01:59:50,0.000,Volver,,,21,19,Atajada,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Arquero,,02:00:40,02:00:40,0.000,Volver,,,8,1,Rebote/Despeje,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Falta,,02:01:15,02:01:15,0.000,Volver,,,13,5,Recibida,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,02:02:00,02:02:00,0.000,16,20,,15,4,medio,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Falta,,02:02:28,02:02:28,0.000,Volver,,,14,5,Recibida,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Arquero,,02:05:18,02:05:18,0.000,Volver,,Bueno,4,1,Salvada/Atajada,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Arquero,,02:05:37,02:05:37,0.000,Volver,,Bueno,11,1,Salvada/Atajada,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,02:06:02,02:06:02,0.000,18,19,,3,1,largo,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,02:06:05,02:06:05,0.000,20,20,,24,19,centro aereo,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Perdida,,02:06:06,02:06:06,0.000,Volver,,,24,19,Balon afuera fondo,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,02:07:20,02:07:20,0.000,13,16,,13,15,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Remate pie,,02:07:25,02:07:25,0.000,22,Rival,,20,16,Corta distancia,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Perdida,,02:07:25,02:07:25,0.000,Volver,,,20,16,Balon afuera fondo,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,02:08:09,02:08:09,0.000,17,5,,17,16,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,02:08:11,02:08:11,0.000,18,19,,17,5,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Pase,,02:08:14,02:08:14,0.000,24,16,,18,19,corto,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Perdida,,02:08:15,02:08:15,0.000,Volver,,,18,19,Balon afuera fondo,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Remate cabeza,,00:26:36,00:26:36,0.000,22,Rival,,21,9,Dificil,
2022/07/13,pases Newells,pases ,13:04:47,15:19:37,Perdida,,00:26:38,00:26:38,0.000,Volver,,,21,9,Balon afuera fondo,
