Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas,Categoria,Jugador2,Jugador,Zonas_final,Calificacion,Dificultad,Optional Column
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Arquero,,00:57:35,00:57:35,0.000,4,Salida aerea,,1,Volver,Bueno,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,00:57:58,00:57:58,0.000,4,largo,9,1,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,00:58:00,00:58:00,0.000,4,Interceptado,9,1,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,00:58:02,00:58:02,0.000,13,Intercepcion,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,00:58:06,00:58:06,0.000,14,corto,5,8,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,00:58:09,00:58:09,0.000,17,Robo,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,00:58:38,00:58:38,0.000,8,Recibida,,11,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,00:59:00,00:59:00,0.000,8,largo,10,1,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,00:59:01,00:59:01,0.000,17,corto,5,10,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,00:59:04,00:59:04,0.000,14,Recibida,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,00:59:51,00:59:51,0.000,14,Tiro libre,2,8,20,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Remate pie,,00:59:53,00:59:53,0.000,21,Corta distancia,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Gol ,,00:59:56,00:59:56,0.000,21,,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:02:13,01:02:13,0.000,3,largo,8,1,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,01:02:20,01:02:20,0.000,17,Recibida,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,01:03:21,01:03:21,0.000,17,Tiro libre,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Remate pie,,01:03:22,01:03:22,0.000,17,Corta distancia,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:03:33,01:03:33,0.000,11,Intercepcion aereo,,6,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,01:03:35,01:03:35,0.000,14,Recibida,,6,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:05:46,01:05:46,0.000,13,Encontrada,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,01:05:53,01:05:53,0.000,13,Disputa suelo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:05:54,01:05:54,0.000,13,Duelo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:05:54,01:05:54,0.000,14,Encontrada,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:06:01,01:06:01,0.000,14,largo,7,2,23,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:06:04,01:06:04,0.000,23,Robo,,7,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:06:11,01:06:11,0.000,12,Encontrada,,4,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:06:12,01:06:12,0.000,12,corto,2,4,9,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:06:17,01:06:17,0.000,9,largo,11,2,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,01:06:21,01:06:21,0.000,14,Recibida,,11,,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:07:05,01:07:05,0.000,14,Robo,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:07:07,01:07:07,0.000,17,corto,9,5,21,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:07:09,01:07:09,0.000,21,corto,5,9,21,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:07:12,01:07:12,0.000,21,Interceptado,5,9,21,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:07:28,01:07:28,0.000,11,Robo,,10,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:07:29,01:07:29,0.000,11,corto,6,10,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:07:33,01:07:33,0.000,8,largo,9,6,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:07:34,01:07:34,0.000,8,Interceptado,9,6,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Despeje,,01:08:04,01:08:04,0.000,4,Despeje,,6,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:08:04,01:08:04,0.000,4,Interceptado,10,6,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:25:47,01:25:47,0.000,13,Robo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:25:47,01:25:47,0.000,13,corto,3,8,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:25:49,01:25:49,0.000,13,corto,8,3,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:25:50,01:25:50,0.000,13,corto,9,8,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:25:54,01:25:54,0.000,13,Robo,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:26:05,01:26:05,0.000,7,Robo,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:26:08,01:26:08,0.000,7,largo,11,6,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:26:11,01:26:11,0.000,10,corto,3,11,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:26:14,01:26:14,0.000,10,corto,9,3,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:26:16,01:26:16,0.000,13,Robo,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Arquero,,01:26:32,01:26:32,0.000,3,Remate atajable,,1,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:26:52,01:26:52,0.000,8,corto,5,2,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,01:26:56,01:26:56,0.000,8,Gambeta a favor,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:26:59,01:26:59,0.000,11,largo,3,5,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:27:01,01:27:01,0.000,10,corto,8,3,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:27:05,01:27:05,0.000,13,Robo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:27:26,01:27:26,0.000,9,Encontrada,,4,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:27:32,01:27:32,0.000,3,largo,10,1,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:27:34,01:27:34,0.000,14,corto,5,10,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:27:35,01:27:35,0.000,11,corto,7,5,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,01:27:40,01:27:40,0.000,11,Gambeta a favor,,7,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:27:41,01:27:41,0.000,11,corto,4,7,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:27:44,01:27:44,0.000,12,largo,9,4,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:27:50,01:27:50,0.000,18,corto,10,9,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:27:51,01:27:51,0.000,18,Interceptado,10,9,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:27:58,01:27:58,0.000,11,Robo,,11,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:28:03,01:28:03,0.000,3,corto,6,1,4,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:28:06,01:28:06,0.000,4,corto,2,6,9,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:28:16,01:28:16,0.000,11,corto,4,10,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:28:21,01:28:21,0.000,12,medio,7,4,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:28:24,01:28:24,0.000,18,Balon afuera lateral,,7,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:29:06,01:29:06,0.000,12,Encontrada,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:29:08,01:29:08,0.000,12,corto,10,9,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:29:13,01:29:13,0.000,12,corto,4,10,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:29:17,01:29:17,0.000,12,largo,9,4,23,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:29:19,01:29:19,0.000,12,Atajada,9,4,23,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,01:29:38,01:29:38,0.000,7,Disputa suelo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:29:39,01:29:39,0.000,7,Error tecnico,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Despeje,,01:30:12,01:30:12,0.000,5,Bloqueo,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Despeje,,01:30:31,01:30:31,0.000,4,Despeje,,6,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:30:32,01:30:32,0.000,4,corto,3,6,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:30:35,01:30:35,0.000,8,medio,11,3,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:30:37,01:30:37,0.000,8,Error tecnico,11,3,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:31:01,01:31:01,0.000,7,Encontrada,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:31:04,01:31:04,0.000,7,medio,1,3,4,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:31:08,01:31:08,0.000,4,largo,3,1,7,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:31:10,01:31:10,0.000,7,corto,6,3,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:31:11,01:31:11,0.000,8,largo,9,6,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:31:13,01:31:13,0.000,8,Interceptado,9,6,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,01:31:27,01:31:27,0.000,10,Lateral corto,6,3,7,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:31:29,01:31:29,0.000,7,medio,2,6,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:31:32,01:31:32,0.000,8,medio,1,2,3,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:31:51,01:31:51,0.000,4,largo,8,1,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:31:52,01:31:52,0.000,4,Interceptado,8,1,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,01:32:16,01:32:16,0.000,19,Lateral largo,9,3,21,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Remate pie,,01:32:19,01:32:19,0.000,17,Media distancia,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:32:20,01:32:20,0.000,17,Balon afuera fondo,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:33:06,01:33:06,0.000,10,corto,3,10,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:33:09,01:33:09,0.000,10,corto,10,3,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:33:10,01:33:10,0.000,10,Balon afuera lateral,10,3,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:33:52,01:33:52,0.000,8,Intercepcion,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:33:54,01:33:54,0.000,8,largo,9,2,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:33:56,01:33:56,0.000,8,Interceptado,9,2,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,01:34:04,01:34:04,0.000,11,Hecha,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:34:38,01:34:38,0.000,3,corto,6,1,4,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:34:43,01:34:43,0.000,4,largo,9,6,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:34:44,01:34:44,0.000,14,corto,10,9,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:34:45,01:34:45,0.000,14,Interceptado,10,9,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:34:52,01:34:52,0.000,8,intercepcion anticipo,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:34:53,01:34:53,0.000,8,corto,7,2,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:35:01,01:35:01,0.000,17,inteligente,10,7,21,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Remate pie,,01:35:02,01:35:02,0.000,21,Corta distancia,,10,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:35:04,01:35:04,0.000,21,Interceptado,,10,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:36:14,01:36:14,0.000,4,corto,5,2,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:36:20,01:36:20,0.000,8,largo,11,5,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:36:21,01:36:21,0.000,8,Interceptado,11,5,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:36:44,01:36:44,0.000,8,Encontrada,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,01:36:48,01:36:48,0.000,11,Recibida,,10,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:05,01:37:05,0.000,8,largo,3,2,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:08,01:37:08,0.000,10,corto,6,3,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:12,01:37:12,0.000,8,corto,1,6,4,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:16,01:37:16,0.000,4,largo,4,1,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:18,01:37:18,0.000,12,corto,7,4,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:37:19,01:37:19,0.000,15,Duelo,,7,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,01:37:26,01:37:26,0.000,18,Lateral largo,9,4,24,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:37:27,01:37:27,0.000,18,Error tecnico,9,4,24,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:37:34,01:37:34,0.000,17,Duelo,,7,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:37,01:37:37,0.000,14,corto,2,5,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:41,01:37:41,0.000,11,medio,1,2,4,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:45,01:37:45,0.000,4,largo,10,1,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:46,01:37:46,0.000,11,corto,7,10,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:37:48,01:37:48,0.000,15,corto,4,7,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:37:49,01:37:49,0.000,15,Interceptado,4,7,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:38:08,01:38:08,0.000,7,Robo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:38:09,01:38:09,0.000,7,corto,3,8,2,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:38:10,01:38:10,0.000,2,corto,5,3,7,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:38:12,01:38:12,0.000,7,corto,8,5,7,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,01:38:15,01:38:15,0.000,7,Recibida,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,01:38:43,01:38:43,0.000,11,Gambeta a favor,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:38:45,01:38:45,0.000,17,corto,9,2,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Remate pie,,01:38:48,01:38:48,0.000,21,Corta distancia,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:38:49,01:38:49,0.000,21,Interceptado,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:53:34,01:53:34,0.000,3,corto,2,1,3,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:53:41,01:53:41,0.000,4,corto,5,2,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:53:46,01:53:46,0.000,8,largo,10,5,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:53:47,01:53:47,0.000,13,corto,11,10,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:53:48,01:53:48,0.000,13,Interceptado,11,10,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:53:49,01:53:49,0.000,14,intercepcion anticipo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:53:51,01:53:51,0.000,14,corto,11,8,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:53:54,01:53:54,0.000,16,Robo,,10,,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:55:44,01:55:44,0.000,15,corto,4,7,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:55:45,01:55:45,0.000,15,Interceptado,4,7,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:55:48,01:55:48,0.000,12,Duelo,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:55:51,01:55:51,0.000,14,corto,11,9,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:55:54,01:55:54,0.000,14,corto,10,11,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:55:58,01:55:58,0.000,17,corto,9,10,21,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:56:00,01:56:00,0.000,17,Error tecnico,,10,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:56:25,01:56:25,0.000,1,Robo,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:56:51,01:56:51,0.000,8,largo,11,2,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:56:53,01:56:53,0.000,11,corto,3,11,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:56:56,01:56:56,0.000,10,medio,8,3,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:56:58,01:56:58,0.000,16,Balon afuera lateral,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,01:57:10,01:57:10,0.000,16,Lateral corto,8,3,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:57:13,01:57:13,0.000,17,Duelo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:58:00,01:58:00,0.000,11,corto,5,2,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:58:03,01:58:03,0.000,11,corto,4,5,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:58:06,01:58:06,0.000,15,corto,7,4,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:58:08,01:58:08,0.000,24,centro aereo,9,7,21,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:58:10,01:58:10,0.000,24,Error tecnico,,7,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:58:22,01:58:22,0.000,14,intercepcion anticipo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:58:23,01:58:23,0.000,14,corto,3,8,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:58:28,01:58:28,0.000,10,medio,1,3,4,,,
