Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas,Categoria,Jugador2,Jugador,Zonas_final,Calificacion,Dificultad,Optional Column
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:58:31,01:58:31,0.000,4,largo,4,1,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,01:58:32,01:58:32,0.000,4,Error tecnico,,1,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,01:58:57,01:58:57,0.000,8,Robo,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:59:01,01:59:01,0.000,8,medio,7,8,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,01:59:10,01:59:10,0.000,15,Recibida,,7,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,01:59:38,01:59:38,0.000,15,Tiro libre,9,4,23,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,01:59:41,01:59:41,0.000,23,corto,7,9,24,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:00:48,02:00:48,0.000,24,Lateral largo,9,4,23,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:00:52,02:00:52,0.000,17,Intercepcion,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:00:52,02:00:52,0.000,17,corto,3,5,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:00:53,02:00:53,0.000,17,corto,8,3,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:00:54,02:00:54,0.000,17,Error tecnico,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:01:00,02:01:00,0.000,17,corto,4,21,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:01:04,02:01:04,0.000,17,corto,7,4,24,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:01:07,02:01:07,0.000,17,Interceptado,7,21,24,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:01:30,02:01:30,0.000,18,Hecha,,21,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:01:38,02:01:38,0.000,18,corto,21,9,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:01:40,02:01:40,0.000,18,Interceptado,21,9,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:02:05,02:02:05,0.000,11,Encontrada,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:02:05,02:02:05,0.000,11,largo,9,8,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:02:07,02:02:07,0.000,17,Duelo,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:02:18,02:02:18,0.000,13,Recibida,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:02:43,02:02:43,0.000,13,Tiro libre,4,3,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:02:47,02:02:47,0.000,18,largo,8,4,20,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Remate pie,,02:02:50,02:02:50,0.000,20,Corta distancia,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:02:51,02:02:51,0.000,20,Atajada,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:03:01,02:03:01,0.000,13,Hecha,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:04:19,02:04:19,0.000,9,corto,4,2,9,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:04:24,02:04:24,0.000,9,largo,7,4,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:04:26,02:04:26,0.000,9,Interceptado,7,4,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:04:58,02:04:58,0.000,7,Encontrada,,16,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:06:22,02:06:22,0.000,3,S arquero pie,6,1,4,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:06:24,02:06:24,0.000,4,corto,3,6,7,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:06:28,02:06:28,0.000,7,largo,9,3,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:06:32,02:06:32,0.000,14,Hecha,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:07:02,02:07:02,0.000,10,Lateral largo,21,3,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:07:03,02:07:03,0.000,10,Interceptado,21,3,13,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:07:04,02:07:04,0.000,11,Encontrada,,6,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:07:07,02:07:07,0.000,11,largo,9,6,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:07:08,02:07:08,0.000,11,Interceptado,9,6,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:07:15,02:07:15,0.000,17,Encontrada,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:07:17,02:07:17,0.000,17,corto,21,19,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:07:18,02:07:18,0.000,17,Interceptado,21,19,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:08:04,02:08:04,0.000,9,corto,1,2,4,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:08:09,02:08:09,0.000,4,medio,5,1,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:08:10,02:08:10,0.000,4,Error tecnico,,1,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:08:18,02:08:18,0.000,8,Hecha,,16,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Tarjeta,,02:08:22,02:08:22,0.000,8,Amarilla,,16,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:09:40,02:09:40,0.000,13,corto,3,8,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:09:44,02:09:44,0.000,10,largo,19,3,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:10:10,02:10:10,0.000,14,Hecha,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:10:46,02:10:46,0.000,8,Robo,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,02:10:51,02:10:51,0.000,10,Gambeta a favor,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:10:55,02:10:55,0.000,13,Recibida,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:11:23,02:11:23,0.000,13,Tiro libre,21,3,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:11:25,02:11:25,0.000,13,intercepcion aereo,21,3,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:13:09,02:13:09,0.000,8,Robo,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,02:13:12,02:13:12,0.000,12,Gambeta a favor,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:13:15,02:13:15,0.000,12,corto,19,5,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:13:16,02:13:16,0.000,12,Interceptado,19,5,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:14:34,02:14:34,0.000,3,S arquero pie,9,1,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:14:35,02:14:35,0.000,17,Duelo,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:14:37,02:14:37,0.000,14,Intercepcion,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:14:40,02:14:40,0.000,14,corto,4,5,9,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:14:43,02:14:43,0.000,9,largo,19,4,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:14:44,02:14:44,0.000,9,Interceptado,19,4,15,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Despeje,,02:15:04,02:15:04,0.000,8,Despeje,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:15:05,02:15:05,0.000,8,largo,21,2,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:15:07,02:15:07,0.000,11,corto,16,21,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:15:08,02:15:08,0.000,14,Robo,,21,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:15:41,02:15:41,0.000,3,largo,9,1,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:15:41,02:15:41,0.000,14,Duelo,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:15:43,02:15:43,0.000,14,Encontrada,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:15:45,02:15:45,0.000,14,medio,9,19,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:15:49,02:15:49,0.000,14,Interceptado,9,19,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:16:18,02:16:18,0.000,4,Encontrada,,6,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:16:19,02:16:19,0.000,4,largo,21,6,11,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:17:31,02:17:31,0.000,3,S arquero pie,19,1,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:17:31,02:17:31,0.000,14,Duelo,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:17:45,02:17:45,0.000,18,Robo,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:17:54,02:17:54,0.000,24,largo,8,19,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Remate pie,,02:18:00,02:18:00,0.000,17,Media distancia,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:18:01,02:18:01,0.000,17,Balon afuera fondo,,8,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:18:20,02:18:20,0.000,8,Duelo,,2,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:18:22,02:18:22,0.000,8,corto,8,4,8,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:18:30,02:18:30,0.000,8,largo,9,6,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:18:32,02:18:32,0.000,17,Encontrada,,21,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:18:39,02:18:39,0.000,17,Hecha,,21,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Tarjeta,,02:18:42,02:18:42,0.000,17,Amarilla,,21,,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:19:56,02:19:56,0.000,11,Robo,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:20:03,02:20:03,0.000,11,largo,21,5,24,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:20:04,02:20:04,0.000,11,Interceptado,21,5,24,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:20:10,02:20:10,0.000,24,Hecha,,21,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,02:20:38,02:20:38,0.000,2,Disputa suelo,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:21:03,02:21:03,0.000,3,S arquero pie,9,1,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:21:07,02:21:07,0.000,16,corto,19,9,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:21:05,02:21:05,0.000,16,corto,16,9,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:21:25,02:21:25,0.000,19,Lateral corto,16,3,19,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:21:26,02:21:26,0.000,19,corto,9,16,20,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:21:30,02:21:30,0.000,20,corto,5,9,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Remate pie,,02:21:31,02:21:31,0.000,17,Media distancia,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:21:32,02:21:32,0.000,17,Balon afuera fondo,,5,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:21:53,02:21:53,0.000,15,Robo,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,02:21:55,02:21:55,0.000,18,Gambeta a favor,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:21:58,02:21:58,0.000,18,Duelo,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:21:59,02:21:59,0.000,17,Hecha,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:22:18,02:22:18,0.000,8,Duelo,,16,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:22:23,02:22:23,0.000,7,largo,21,16,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:22:25,02:22:25,0.000,7,Interceptado,21,16,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:22:42,02:22:42,0.000,4,Robo,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:22:48,02:22:48,0.000,3,largo,Rival,1,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:22:49,02:22:49,0.000,3,Error tecnico,,1,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:23:10,02:23:10,0.000,8,Robo,,16,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:23:17,02:23:17,0.000,9,largo,21,4,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:23:22,02:23:22,0.000,24,centro aereo,9,21,20,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:23:25,02:23:25,0.000,20,Atajada,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:23:38,02:23:38,0.000,12,largo,19,4,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:24:05,02:24:05,0.000,17,Recibida,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:24:46,02:24:46,0.000,17,Tiro libre,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:24:49,02:24:49,0.000,17,Interceptado,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:25:04,02:25:04,0.000,11,Robo,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:25:11,02:25:11,0.000,17,Recibida,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:25:27,02:25:27,0.000,17,Tiro libre,19,16,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Duelo,,02:25:30,02:25:30,0.000,18,Gambeta a favor,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:25:33,02:25:33,0.000,17,corto,3,19,17,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:25:35,02:25:35,0.000,17,corto,18,3,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:25:40,02:25:40,0.000,20,Duelo,,18,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:25:46,02:25:46,0.000,7,Intercepcion aereo,,6,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:25:49,02:25:49,0.000,7,medio,1,6,3,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:25:54,02:25:54,0.000,3,largo,3,1,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:25:55,02:25:55,0.000,10,Robo,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:25:59,02:25:59,0.000,10,Duelo,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:26:06,02:26:06,0.000,7,Intercepcion,,19,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:26:07,02:26:07,0.000,7,corto,3,19,7,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:26:11,02:26:11,0.000,7,corto,1,3,3,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:26:11,02:26:11,0.000,7,Error tecnico,,3,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Arquero,,02:26:12,02:26:12,0.000,3,Salvada/Atajada,,1,Volver,,Facil,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Recuperacion,,02:26:23,02:26:23,0.000,8,Robo,,21,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:26:30,02:26:30,0.000,18,largo,18,21,20,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:26:38,02:26:38,0.000,19,corto,3,18,16,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:26:40,02:26:40,0.000,16,corto,19,3,20,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:26:41,02:26:41,0.000,20,corto,9,19,21,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Remate pie,,02:26:42,02:26:42,0.000,21,Corta distancia,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:26:43,02:26:43,0.000,21,Atajada,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:27:29,02:27:29,0.000,10,corto,3,18,10,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:28:09,02:28:09,0.000,6,Lateral largo,19,4,9,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:28:13,02:28:13,0.000,9,largo,9,19,12,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:28:16,02:28:16,0.000,12,Balon afuera lateral,,9,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:28:37,02:28:37,0.000,12,Lateral largo,9,4,18,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pase,,02:28:36,02:28:36,0.000,18,corto,18,9,14,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Falta,,02:28:42,02:28:42,0.000,17,Recibida,,18,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Pelota parada,,02:29:29,02:29:29,0.000,17,Tiro libre,,18,Volver,,,
2022/04/05,COMPLETOVELEZ3,VELEZ RESERVA,20:18:22,22:53:32,Perdida,,02:29:30,02:29:30,0.000,17,Interceptado,,18,Volver,,,
