Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas,Categoria,Jugador2,Jugador,Zonas_final,Dificultad,Calificacion,Optional Column
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:28:05,01:28:05,0.000,8,medio,7,10,9,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:29:45,01:29:45,0.000,3,S arquero pie,10,1,10,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:29:48,01:29:48,0.000,10,corto,3,10,7,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:29:51,01:29:51,0.000,7,largo,11,3,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:29:52,01:29:52,0.000,7,Interceptado,,3,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:30:25,01:30:25,0.000,19,Hecha,,9,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:30:41,01:30:41,0.000,10,medio,7,5,14,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:30:47,01:30:47,0.000,13,corto,10,11,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:30:52,01:30:52,0.000,16,corto,3,10,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:31:06,01:31:06,0.000,13,Recibida,,11,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:32:15,01:32:15,0.000,9,corto,7,5,12,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:32:19,01:32:19,0.000,11,corto,10,7,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:32:23,01:32:23,0.000,11,Recibida,,10,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:32:42,01:32:42,0.000,8,corto,6,2,8,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:32:43,01:32:43,0.000,9,corto,5,6,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:32:45,01:32:45,0.000,11,medio,4,5,12,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:32:46,01:32:46,0.000,11,Interceptado,,5,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Arquero,,01:33:26,01:33:26,0.000,3,Mano a mano,,1,Volver,,Bueno,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Arquero,,01:35:26,01:35:26,0.000,3,Salida suelo,,1,Volver,,Bueno,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:35:34,01:35:34,0.000,5,S arquero pie,10,1,10,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:35:35,01:35:35,0.000,5,Balon afuera lateral,10,1,10,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:36:24,01:36:24,0.000,1,Hecha,,3,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Gol rival,,01:37:06,01:37:06,0.000,3,Directa,,10,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Arquero,,01:37:07,01:37:07,0.000,3,Salida aerea,,1,Volver,,Malo,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:38:03,01:38:03,0.000,11,corto,5,7,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:38:08,01:38:08,0.000,11,largo,11,5,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:38:09,01:38:09,0.000,11,Interceptado,,5,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:38:25,01:38:25,0.000,16,inteligente,10,11,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:38:27,01:38:27,0.000,16,corto,7,10,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:38:30,01:38:30,0.000,17,corto,5,7,14,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:38:36,01:38:36,0.000,14,inteligente,7,6,18,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:38:48,01:38:48,0.000,14,corto,2,10,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:38:50,01:38:50,0.000,11,largo,11,2,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:38:50,01:38:50,0.000,11,Interceptado,,2,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:39:55,01:39:55,0.000,10,corto,8,10,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:40:00,01:40:00,0.000,13,medio,11,8,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:40:04,01:40:04,0.000,14,Recibida,,11,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:40:56,01:40:56,0.000,17,medio,6,7,18,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:41:02,01:41:02,0.000,24,Recibida,,6,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:42:00,01:42:00,0.000,16,centro aereo,11,7,21,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:42:00,01:42:00,0.000,16,Interceptado,,7,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:42:29,01:42:29,0.000,1,corto,2,8,1,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:42:31,01:42:31,0.000,1,largo,Rival,2,10,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:42:31,01:42:31,0.000,1,Interceptado,,2,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Arquero,,01:42:44,01:42:44,0.000,3,Remate atajable,,1,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:42:54,01:42:54,0.000,4,S arquero mano,2,1,2,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:42:57,01:42:57,0.000,2,corto,3,2,7,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:43:01,01:43:01,0.000,7,medio,Rival,3,10,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:43:01,01:43:01,0.000,7,Interceptado,,3,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:43:23,01:43:23,0.000,8,Recibida,,9,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Sustitucion,,01:43:33,01:43:33,0.000,,,,,,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Sustitucion,,01:43:51,01:43:51,0.000,,,,,,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Sustitucion,,01:43:51,01:43:51,0.000,,,,,,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:44:11,01:44:11,0.000,14,corto,18,19,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:44:15,01:44:15,0.000,19,medio,19,18,22,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:44:15,01:44:15,0.000,19,Interceptado,,18,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:44:37,01:44:37,0.000,19,Recibida,,11,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Remate cabeza,,01:45:18,01:45:18,0.000,21,Dificil,Rival,11,22,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:45:18,01:45:18,0.000,21,Balon afuera fondo,Rival,11,22,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:45:49,01:45:49,0.000,18,corto,8,5,18,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:46:36,01:46:36,0.000,14,corto,8,19,15,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:46:36,01:46:36,0.000,14,Balon afuera lateral,,19,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:47:32,01:47:32,0.000,3,S arquero pie,2,1,3,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:47:36,01:47:36,0.000,3,largo,18,2,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:47:36,01:47:36,0.000,3,Interceptado,,2,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:47:41,01:47:41,0.000,7,medio,18,3,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:47:42,01:47:42,0.000,7,Interceptado,,3,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:48:09,01:48:09,0.000,17,corto,11,19,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:48:13,01:48:13,0.000,20,corto,5,11,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Remate pie,,01:48:16,01:48:16,0.000,17,Media distancia,Rival,5,23,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:48:16,01:48:16,0.000,17,Balon afuera fondo,,5,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:48:57,01:48:57,0.000,8,corto,17,8,9,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:49:01,01:49:01,0.000,12,Recibida,,17,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:50:00,01:50:00,0.000,12,Recibida,,11,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:50:35,01:50:35,0.000,11,medio,19,2,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:50:35,01:50:35,0.000,17,corto,18,19,14,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:50:39,01:50:39,0.000,17,corto,17,18,19,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:50:39,01:50:39,0.000,17,Interceptado,,18,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:51:32,01:51:32,0.000,7,medio,1,2,4,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:51:36,01:51:36,0.000,4,largo,19,1,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:51:38,01:51:38,0.000,13,corto,8,19,10,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:51:40,01:51:40,0.000,10,medio,11,8,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:51:41,01:51:41,0.000,10,Interceptado,,8,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Remate pie,,01:52:24,01:52:24,0.000,24,Media distancia,Rival,5,22,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:52:25,01:52:25,0.000,24,Balon afuera fondo,Rival,5,22,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:54:15,01:54:15,0.000,3,S arquero pie,Rival,1,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:54:15,01:54:15,0.000,3,Interceptado,,1,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:54:29,01:54:29,0.000,9,corto,17,5,12,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Sustitucion,,01:54:54,01:54:54,0.000,,,,,,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:55:24,01:55:24,0.000,15,corto,2,4,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:55:26,01:55:26,0.000,11,largo,Rival,2,18,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:55:26,01:55:26,0.000,11,Interceptado,,2,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:55:32,01:55:32,0.000,8,corto,6,1,9,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:55:35,01:55:35,0.000,9,corto,4,6,12,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:55:35,01:55:35,0.000,9,Balon afuera lateral,,6,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:55:59,01:55:59,0.000,12,medio,11,14,15,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:56:30,01:56:30,0.000,5,largo,18,2,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:57:10,01:57:10,0.000,3,S arquero pie,3,1,7,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:57:15,01:57:15,0.000,7,largo,18,3,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:57:15,01:57:15,0.000,7,Interceptado,,3,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,01:57:22,01:57:22,0.000,13,Recibida,,14,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:57:30,01:57:30,0.000,13,corto,11,3,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:57:33,01:57:33,0.000,16,corto,18,11,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:57:33,01:57:33,0.000,16,Interceptado,,11,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:57:40,01:57:40,0.000,17,medio,Rival,5,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:57:40,01:57:40,0.000,17,Balon afuera lateral,,5,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:59:21,01:59:21,0.000,16,medio,4,11,14,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:59:22,01:59:22,0.000,14,medio,19,4,20,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:59:23,01:59:23,0.000,14,Interceptado,,4,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:59:30,01:59:30,0.000,16,corto,18,11,19,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:59:31,01:59:31,0.000,19,medio,Rival,18,21,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:59:32,01:59:32,0.000,19,Interceptado,,18,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,01:59:45,01:59:45,0.000,15,centro aereo,19,6,21,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,01:59:45,01:59:45,0.000,15,Interceptado,,6,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:01:29,02:01:29,0.000,10,corto,5,19,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:01:31,02:01:31,0.000,10,corto,Rival,5,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:01:31,02:01:31,0.000,10,Interceptado,,5,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:02:16,02:02:16,0.000,7,corto,5,3,7,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:02:18,02:02:18,0.000,7,corto,18,5,10,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:02:24,02:02:24,0.000,13,corto,11,18,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:02:27,02:02:27,0.000,16,inteligente,17,11,20,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Remate cabeza,,02:02:50,02:02:50,0.000,22,Dificil,Rival,6,22,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:02:50,02:02:50,0.000,22,Atajada,,6,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Arquero,,02:03:13,02:03:13,0.000,7,Salida suelo,,1,Volver,,Bueno,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:03:16,02:03:16,0.000,7,medio,19,1,10,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,02:04:06,02:04:06,0.000,1,Recibida,,3,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:04:20,02:04:20,0.000,12,medio,5,6,14,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:04:28,02:04:28,0.000,7,corto,2,3,2,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:04:30,02:04:30,0.000,2,corto,1,2,2,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:04:32,02:04:32,0.000,2,corto,3,1,1,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:04:33,02:04:33,0.000,1,corto,2,3,2,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:04:38,02:04:38,0.000,7,largo,18,2,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:04:38,02:04:38,0.000,7,Interceptado,,2,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:04:58,02:04:58,0.000,3,S arquero pie,2,1,3,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:05:04,02:05:04,0.000,3,medio,5,2,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Arquero,,02:05:10,02:05:10,0.000,2,Mano a mano,,1,Volver,,Bueno,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:05:19,02:05:19,0.000,4,S arquero pie,11,1,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:06:02,02:06:02,0.000,13,corto,11,18,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:06:07,02:06:07,0.000,13,inteligente,18,11,19,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:06:12,02:06:12,0.000,19,centro aereo,Rival,18,21,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:06:12,02:06:12,0.000,19,Interceptado,,18,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:06:45,02:06:45,0.000,7,largo,Rival,2,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:06:45,02:06:45,0.000,7,Interceptado,,2,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:06:52,02:06:52,0.000,13,corto,19,18,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:06:55,02:06:55,0.000,13,inteligente,3,19,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:06:59,02:06:59,0.000,19,inteligente,19,3,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Remate pie,,02:07:01,02:07:01,0.000,17,Media distancia,Rival,19,23,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:07:02,02:07:02,0.000,17,Interceptado,,19,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:07:34,02:07:34,0.000,11,corto,1,14,8,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:07:38,02:07:38,0.000,8,largo,2,1,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:07:38,02:07:38,0.000,8,Interceptado,,1,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Arquero,,02:07:48,02:07:48,0.000,3,Salvada/Atajada,,1,Volver,Facil,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:07:56,02:07:56,0.000,4,S arquero pie,19,1,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,02:08:29,02:08:29,0.000,11,Hecha,,5,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:09:01,02:09:01,0.000,9,corto,14,4,12,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Arquero,,02:10:07,02:10:07,0.000,3,Salvada/Atajada,,1,Volver,Facil,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:10:15,02:10:15,0.000,4,S arquero pie,11,1,15,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:11:46,02:11:46,0.000,8,corto,5,6,11,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,02:12:10,02:12:10,0.000,12,Recibida,,11,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:12:30,02:12:30,0.000,15,centro aereo,19,4,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:12:31,02:12:31,0.000,15,Interceptado,,4,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:12:42,02:12:42,0.000,7,medio,18,3,16,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:12:43,02:12:43,0.000,7,Balon afuera lateral,,3,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:13:06,02:13:06,0.000,11,corto,17,5,14,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:13:09,02:13:09,0.000,14,inteligente,11,17,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,02:13:12,02:13:12,0.000,17,Offside,,11,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:13:35,02:13:35,0.000,8,corto,6,2,8,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:13:36,02:13:36,0.000,8,corto,1,6,4,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:13:41,02:13:41,0.000,4,corto,2,1,4,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:13:45,02:13:45,0.000,2,corto,3,2,7,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:13:48,02:13:48,0.000,10,corto,11,3,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Falta,,02:13:52,02:13:52,0.000,13,Recibida,,11,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:14:28,02:14:28,0.000,11,medio,18,14,13,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Pase,,02:14:32,02:14:32,0.000,13,medio,14,18,17,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:14:33,02:14:33,0.000,13,Interceptado,,18,Volver,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Remate pie,,02:14:42,02:14:42,0.000,17,Larga distancia,Rival,4,22,,,
2022/06/11,Temp2Fecha1,Gimnasia,15:10:13,17:32:38,Perdida,,02:14:42,02:14:42,0.000,17,Atajada,,4,Volver,,,
