Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Dificultad,Zonas_final,Jugador2,Jugador,Calificacion,Zonas,Categoria,Optional Column
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Remate pie,,01:33:57,01:33:57,0.000,,22,Rival,3,,21,Corta distancia,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Perdida,,01:33:57,01:33:57,0.000,,Volver,,3,,21,Balon afuera fondo,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Sustitucion,,01:34:32,01:34:32,0.000,,Volver,15,,,,,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Falta,,01:34:57,01:34:57,0.000,,Volver,,23,,14,Hecha,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Falta,,01:35:14,01:35:14,0.000,,Volver,,6,,7,Hecha,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:36:07,01:36:07,0.000,,16,10,8,,17,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:36:15,01:36:15,0.000,,17,8,10,,16,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:36:18,01:36:18,0.000,,21,23,8,,17,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Perdida,,01:36:18,01:36:18,0.000,,Volver,,8,,17,Interceptado,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:36:30,01:36:30,0.000,,12,4,5,,14,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:36:33,01:36:33,0.000,,9,6,4,,12,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:36:34,01:36:34,0.000,,4,1,6,,9,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:36:37,01:36:37,0.000,,12,4,1,,4,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Perdida,,01:36:37,01:36:37,0.000,,Volver,,1,,4,Interceptado,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Falta,,01:36:43,01:36:43,0.000,,Volver,,15,,8,Hecha,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:38:06,01:38:06,0.000,,18,9,6,,5,largo,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:38:11,01:38:11,0.000,,18,15,9,,18,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:38:14,01:38:14,0.000,,17,5,15,,18,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:38:15,01:38:15,0.000,,14,8,5,,17,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Perdida,,01:38:16,01:38:16,0.000,,Volver,,5,,17,Interceptado,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:38:23,01:38:23,0.000,,13,3,10,,13,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:38:30,01:38:30,0.000,,12,6,3,,10,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:38:32,01:38:32,0.000,,15,8,6,,12,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:38:34,01:38:34,0.000,,18,9,8,,15,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Falta,,01:38:36,01:38:36,0.000,,Volver,,9,,18,Offside,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:39:36,01:39:36,0.000,,11,8,15,,8,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:39:40,01:39:40,0.000,,7,3,8,,11,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:39:45,01:39:45,0.000,,16,23,3,,7,medio,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:39:48,01:39:48,0.000,,23,9,23,,16,centro aereo,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Sustitucion,,01:41:23,01:41:23,0.000,,Volver,22,,,,,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Sustitucion,,01:41:48,01:41:48,0.000,,Volver,18,,,,,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Falta,,01:43:42,01:43:42,0.000,,Volver,,22,,24,Hecha,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Tarjeta,,01:43:42,01:43:42,0.000,,Volver,,22,,24,Roja,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:46:16,01:46:16,0.000,,24,23,15,,18,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:46:21,01:46:21,0.000,,23,15,23,,23,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:46:24,01:46:24,0.000,,21,8,15,,23,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Remate pie,,01:46:24,01:46:24,0.000,,22,Rival,8,,21,Corta distancia,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Perdida,,01:46:24,01:46:24,0.000,,Volver,,8,,21,Balon afuera fondo,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Arquero,,01:47:13,01:47:13,0.000,,Volver,,1,,5,Rebote/Despeje,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Falta,,01:47:36,01:47:36,0.000,,Volver,,23,,10,Hecha,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Tarjeta,,01:47:36,01:47:36,0.000,,Volver,,23,,10,Amarilla,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Arquero,,01:48:29,01:48:29,0.000,Facil,Volver,,1,,4,Salvada/Atajada,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:49:18,01:49:18,0.000,,21,23,1,,3,S arquero pie,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Perdida,,01:49:18,01:49:18,0.000,,Volver,,1,,3,Atajada,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Arquero,,01:50:08,01:50:08,0.000,,Volver,,1,Bueno,14,Salvada/Atajada,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:50:31,01:50:31,0.000,,22,Rival,1,,3,S arquero pie,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Perdida,,01:50:34,01:50:34,0.000,,Volver,,1,,3,Balon afuera fondo,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:51:10,01:51:10,0.000,,4,1,18,,11,medio,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:51:13,01:51:13,0.000,,6,6,1,,5,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:51:18,01:51:18,0.000,,15,23,6,,6,medio,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Falta,,01:51:18,01:51:18,0.000,,Volver,,23,,18,Offside,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Falta,,01:52:09,01:52:09,0.000,,Volver,,23,,12,Recibida,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:52:22,01:52:22,0.000,,22,4,15,,23,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Perdida,,01:52:24,01:52:24,0.000,,Volver,,15,,23,Interceptado,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Pase,,01:53:35,01:53:35,0.000,,24,23,15,,18,corto,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Remate pie,,01:53:40,01:53:40,0.000,,22,Rival,23,,21,Corta distancia,
2022/07/24,pases barracas central ,pases barracas central ,13:43:45,15:43:30,Perdida,,01:53:41,01:53:41,0.000,,Volver,,23,,21,Interceptado,
