Session.Start.Date,tiempo,partido,Session.Start,Session.End,Evento,Tag.Notes,Tag.Start,Tag.End,Tag.Duration.(secs),coord.inicial,Subevento,Jugador.2,Jugador.1,coord.final,Dificultad,Optional.Column,segundos,remate-Gol,remate-Fuera,remate-Al-arco,remate-Interceptado,remate-Cabeza,pase-Asistencia,pase-Completado,pase-Incompleto,pase-Inteligente,centro-Asistencia,centro-Completado,centro-Interceptado,centro-Bloqueado,centro-Fuera,duelo-Aereo-Perdido,duelo-Aereo-Ganado,duelo-Disputa-suelo-Perdida,duelo-Disputa-suelo-Ganada,duelo-Gambeta-contra-Ganada,duelo-Gambeta-contra-Perdida,duelo-Gambeta-favor-Perdida,duelo-Gambeta-favor-Ganada,duelo-Pivote-Perdido,duelo-Pivote-Ganado,falta-Cometida,falta-Recibida,falta-Penal-cometido,falta-Penal-recibido,falta-Offside,falta-Tarjeta-amarilla,falta-Tarjeta-roja,recuperacion-Robo,recuperacion-Encontrada,recuperacion-Intercepcion-suelo,recuperacion-Intercepcion-aereo,recuperacion-Intercepcion-anticipo,recuperacion-Disputa-suelo,parado-Lateral-interceptado,parado-Lateral-completado,parado-Corner-interceptado,parado-Corner-completado,parado-Tiro-libre-incompleto,parado-Tiro-libre-completado,perdida-Gambeta,perdida-Robo,perdida-Intercepcion,perdida-Error-tecnico,perdida-Balon-fuera,perdida-Error-tactico,perdida-Atajada,arquero-Gol-rival,arquero-Gol-rival-atajable,arquero-Atajada,arquero-Intercepcion-aerea,arquero-Intercepcion,arquero-Anticipo,arquero-Saque-mano,arquero-Saque-pie,arquero-Saque-meta,coord.final.num,coord.inicial.x,coord.final.x,coord.inicial.y,coord.final.y
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:03,00:19:03,0.0,"144,137",corto,6,10.0,"119,136",,,1143.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,143.6818123390736,118.93442736297948,137.23834023190926,136.38930309009424
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:05,00:19:05,0.0,"72,124",medio,1,6.0,"0,76",,,1145.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,71.72387073111513,0.0,124.34581934544279,76.40453578613588
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:12,00:19:12,0.0,"13,74",medio,2,1.0,"68,7",,,1152.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,12.92515501324835,67.90720464821898,73.77419572894979,7.406931815445471
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:17,00:19:17,0.0,"48,28",largo,9,2.0,"210,75",,,1157.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,48.18485246508972,209.9914845048409,28.07398111093499,75.19150386287225
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,perdida,,00:19:17,00:19:17,0.0,"56,8",interceptado,,2.0,,,,1157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55.895719606300176,,8.197689094920058,
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:28,00:19:28,0.0,"167,20",corto,5,10.0,"167,24",,,1168.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,166.7594853442423,166.6721854646058,20.272746717539064,24.425756647843045
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:30,00:19:30,0.0,"180,26",corto,10,5.0,"144,12",,,1170.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,180.0585103404477,144.19502324892323,25.90688379760885,12.149194554730041
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:35,00:19:35,0.0,"176,32",corto,3,5.0,"143,33",,,1175.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,175.77075745129557,143.29555475436933,32.39857778115458,32.84488689677239
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:40,00:19:40,0.0,"110,19",corto,2,3.0,"95,14",,,1180.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,110.43807805032567,95.18347450492784,18.878843815788414,14.249891075325943
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:42,00:19:42,0.0,"101,36",largo,Rival,3.0,"177,16",,,1182.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,100.5725943575689,176.83871860847856,36.35777359376236,16.174465928119858
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,perdida,,00:19:42,00:19:42,0.0,"116,12",interceptado,,3.0,,,,1182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,116.11970990197027,,11.901578870929889,
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:19:57,00:19:57,0.0,"88,120",corto,6,7.0,"81,128",,,1197.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,88.18528137045115,80.65771060462305,119.6393076266965,127.83740361447573
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:20:05,00:20:05,0.0,"85,140",medio,1,6.0,"21,63",,,1205.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,84.93741202080986,20.991288324975315,140.43553344206708,63.37960865539791
2022/07/09,pases,Sarmiento,19:36:18,21:51:08,pase,,00:20:07,00:20:07,0.0,"5,125",medio,2,1.0,"10,34",,,1207.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.2779698013230885,9.95602711370798,124.5753163435683,33.95712804382995
