Session.Start.Date,partido,tiempo,Session.Start,Session.End,Evento,Tag.Notes,Tag.Start,Tag.End,Tag.Duration.(secs),coord.inicial,Subevento,Jugador.2,Jugador.1,coord.final,Calificaciondelevento,Dificultad,Optional.Column,segundos,remate-Gol,remate-Fuera,remate-Al-arco,remate-Interceptado,remate-Cabeza,pase-Asistencia,pase-Completado,pase-Interceptado,pase-Fuera,pase-Inteligente,centro-Asistencia,centro-Completado,centro-Interceptado,centro-Bloqueado,centro-Fuera,duelo-Aereo-Perdido,duelo-Aereo-Ganado,duelo-Disputa-suelo-Perdida,duelo-Disputa-suelo-Ganada,duelo-Gambeta-contra-Ganada,duelo-Gambeta-contra-Perdida,duelo-Gambeta-favor-Perdida,duelo-Gambeta-favor-Ganada,duelo-Pivote-Perdido,duelo-Pivote-Ganado,falta-Cometida,falta-Recibida,falta-Penal-cometido,falta-Penal-recibido,falta-Offside,falta-Tarjeta-amarilla,falta-Tarjeta-roja,recuperacion-Robo,recuperacion-Encontrada,recuperacion-Intercepcion-suelo,recuperacion-Intercepcion-aereo,recuperacion-Intercepcion-anticipo,recuperacion-Disputa-suelo,parado-Lateral-interceptado,parado-Lateral-completado,parado-Corner-interceptado,parado-Corner-completado,parado-Tiro-libre-incompleto,parado-Tiro-libre-completado,perdida-Gambeta-favor,perdida-Robo,perdida-Intercepcion,perdida-Error-tecnico,perdida-Balon-fuera,perdida-Situacion-rival,perdida-Atajada,arquero-Gol-rival,arquero-Gol-rival-atajable,arquero-Atajada,arquero-Intercepcion-aerea,arquero-Intercepcion,arquero-Anticipo,arquero-Saque-mano,arquero-Saque-pie,arquero-Saque-meta,coord.final.num,coord.inicial.x,coord.final.x,coord.inicial.y,coord.final.y
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:31:13,00:31:13,0.0,"120,62",corto,5,6.0,"104,72",,,,1873.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,120.15530028733832,103.51290867558397,62.06865482071768,72.42699301545797
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:31:13,00:31:13,0.0,"106,81",corto,2,5.0,"124,81",,,,1873.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,105.81602565903188,124.0109033211227,81.08999336605075,80.92468935520824
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:31:15,00:31:15,0.0,"104,90",medio,Rival,2.0,"178,74",,,,1875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,104.45408782367613,178.36820379289196,90.05479566279452,74.08862599949512
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:31:16,00:31:16,0.0,"120,86",error tecnico,,2.0,,,,,1876.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,120.41982737153359,,86.47995080243605,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,falta,,00:32:35,00:32:35,0.0,"115,91",recibida,,10.0,,,,,1955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,114.79342270263407,,90.89073506353911,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pelota parada,,00:32:46,00:32:46,0.0,"78,98",tiro libre,5,2.0,"105,87",,,,1966.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,78.23868390436816,105.10641939485264,97.9709450216292,86.56093340553662
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:32:48,00:32:48,0.0,"108,73",corto,2,5.0,"52,93",,,,1968.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,107.82256722738066,51.528751432971305,73.20865368015646,93.14782686903038
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:32:50,00:32:50,0.0,"63,64",corto,5,2.0,"107,62",,,,1970.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,63.2504554268846,106.69687457883806,63.927588487241216,62.46707601238392
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:32:52,00:32:52,0.0,"107,86",medio,7,5.0,"207,159",,,,1972.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,107.26999901509544,206.92445731191222,85.50571682107947,159.44730323914712
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,duelo,,00:32:55,00:32:55,0.0,"203,154",gambeta a favor,,7.0,,,,,1975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,202.77453765275357,,154.2157709483571,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:32:56,00:32:56,0.0,"203,153",duelo,,7.0,,,,,1976.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,202.87229036916048,,153.12714010183927,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pelota parada,,00:33:16,00:33:16,0.0,"208,145",lateral largo,7,4.0,"196,151",,,,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,208.03155838489263,196.38466564677512,145.15359689532613,150.8182278284718
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:33:18,00:33:18,0.0,"216,159",corto,8,7.0,"196,122",,,,1998.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,216.273230550682,195.73063591404883,159.3130914100583,122.48785263521131
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:33:20,00:33:20,0.0,"152,158",corto,5,8.0,"164,130",,,,2000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,152.0254864641681,163.89207235092817,157.76497601632943,129.66483781842214
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:33:21,00:33:21,0.0,"142,148",corto,4,5.0,"166,132",,,,2001.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,142.15150362390378,165.9421125596184,147.90020862414855,132.4858790030822
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:33:23,00:33:23,0.0,"149,139",corto,2,4.0,"124,135",,,,2003.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,148.91365135401486,124.21548611599711,138.72663816321108,134.9624593777437
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:33:26,00:33:26,0.0,"109,157",corto,6,2.0,"105,76",,,,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,109.35965795454385,105.31924793238286,157.3346341167885,75.797507820135
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:33:28,00:33:28,0.0,"123,68",inteligente,4,6.0,"190,139",,,,2008.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,122.97358219617186,189.81677291012707,67.62030506286924,139.00598043177587
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:33:32,00:33:32,0.0,"184,153",centro aereo,Rival,4.0,"205,99",,,,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,183.78083973700464,204.9197415148555,153.138869409721,98.72273618659658
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:33:33,00:33:33,0.0,"195,135",interceptado,,4.0,,,,,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,195.00639026590608,,135.01647620119294,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,recuperacion,,00:33:36,00:33:36,0.0,"213,90",encontrada,,10.0,,,,,2016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,212.76610364426898,,89.87878567500955,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:33:38,00:33:38,0.0,"184,92",corto,11,10.0,"183,87",,,,2018.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,183.87821663381118,183.42999771037313,92.18283019660906,87.32768418726621
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:33:41,00:33:41,0.0,"195,97",robo,,11.0,,,,,2021.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,194.99479419465428,,97.36106273758129,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,falta,,00:33:47,00:33:47,0.0,"146,65",hecha,,6.0,,,,,2027.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,146.30724075632938,,65.46964333631898,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,arquero,,00:34:34,00:34:34,0.0,"29,79",remate atajable,,1.0,,,,,2074.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29.374209664321263,,79.39916358846901,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,falta,,00:35:25,00:35:25,0.0,"61,84",recibida,,2.0,,,,,2125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60.93104337080195,,84.04665633109977,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pelota parada,,00:35:57,00:35:57,0.0,"74,85",tiro libre,Rival,1.0,"212,99",,,,2157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,74.06367270032135,211.5789193726901,84.65701464190516,99.13025335501895
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:35:58,00:35:58,0.0,"86,69",interceptado,,1.0,,,,,2158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,85.84130273998083,,68.98345632408412,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,arquero,,00:36:42,00:36:42,0.0,"3,64",salvada/atajada,,1.0,,,Media,,2202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2.907480844858842,,63.8304937028723,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,recuperacion,,00:36:46,00:36:46,0.0,"36,137",encontrada,,4.0,,,,,2206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35.818022069887206,,136.99831354057542,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:36:50,00:36:50,0.0,"23,121",largo,9,4.0,"155,149",,,,2210.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,22.843355188447305,155.09725290055346,121.4244729610526,148.91402375544686
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:36:50,00:36:50,0.0,"175,144",duelo,,9.0,,,,,2210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,175.13782652914261,,144.147332723186,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,falta,,00:36:52,00:36:52,0.0,"165,122",hecha,,9.0,,,,,2212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,164.76572324722844,,122.17069441990037,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,recuperacion,,00:37:15,00:37:15,0.0,"20,120",intercepcion,,2.0,,,,,2235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19.829415303978916,,120.11535624531767,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:37:19,00:37:19,0.0,"27,88",largo,Rival,6.0,"147,155",,,,2239.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,27.35996788744799,147.1708722828096,87.8732548172909,155.1179132039352
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:37:20,00:37:20,0.0,"49,75",interceptado,,6.0,,,,,2240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,49.353528969638205,,74.92980440843445,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:38:32,00:38:32,0.0,"167,78",corto,4,7.0,"143,128",,,,2312.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,166.87865085734475,142.87604391337186,77.78903607022998,128.42677818031808
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:38:38,00:38:38,0.0,"161,137",largo,8,4.0,"202,64",,,,2318.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,161.27249012207756,201.8501168133996,136.6410925985732,64.44055866893461
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:38:39,00:38:39,0.0,"145,161",interceptado,,4.0,,,,,2319.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,144.94303183206657,,160.99869087032818,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,falta,,00:38:50,00:38:50,0.0,"147,4",hecha,,8.0,,,,,2330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,147.34248908468086,,3.9105059896712007,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,tarjeta,,00:38:53,00:38:53,0.0,"168,24",amarilla,,8.0,,,,,2333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,168.22526033808998,,24.36584275343895,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,recuperacion,,00:39:23,00:39:23,0.0,"120,123",robo,,7.0,,,,,2363.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,119.60482324733684,,123.3652308967268,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:39:31,00:39:31,0.0,"67,155",corto,10,7.0,"115,139",,,,2371.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,66.6816239490472,114.78328563305958,154.79398796158955,138.94786449063326
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:39:33,00:39:33,0.0,"114,143",corto,7,10.0,"103,141",,,,2373.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,114.3473024744221,102.51924717112924,142.65325913556623,140.64986693610768
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,duelo,,00:39:39,00:39:39,0.0,"145,146",disputa suelo,,7.0,,,,,2379.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,144.5139526544524,,146.15766839337277,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:39:39,00:39:39,0.0,"171,155",robo,,7.0,,,,,2379.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,171.38057420131412,,155.38634130855402,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pelota parada,,00:40:04,00:40:04,0.0,"177,140",lateral largo,9,4.0,"188,131",,,,2404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,176.6624440232241,188.00210185971548,140.48597282746863,130.9384208137171
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:40:06,00:40:06,0.0,"220,149",corto,11,9.0,"210,123",,,,2406.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,220.0149356746867,209.90341845715793,148.83719168267615,123.48919902252031
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:40:08,00:40:08,0.0,"217,147",corto,7,11.0,"184,130",,,,2408.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,217.2747876708187,184.15459759946307,146.7095717812797,129.5977885750435
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:40:11,00:40:11,0.0,"211,145",error tecnico,,11.0,,,,,2411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,211.03645535569262,,145.471731427057,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:40:31,00:40:31,0.0,"150,90",corto,3,10.0,"92,101",,,,2431.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,149.71575523173306,92.04036327040335,90.48165304048726,100.69780810938927
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:40:34,00:40:34,0.0,"117,79",largo,8,3.0,"192,4",,,,2434.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0,116.59892185715677,191.74943529903473,78.63493922456536,3.807396114500129
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,perdida,,00:40:37,00:40:37,0.0,"99,102",balon afuera lateral,8,3.0,"216,23",,,,2437.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,98.9670795048653,215.71322188490447,101.52646823389858,23.29519044300421
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,falta,,00:40:51,00:40:51,0.0,"76,95",hecha,,6.0,,,,,2451.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,75.76308037978461,,94.65247854973676,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,tarjeta,,00:41:06,00:41:06,0.0,"56,80",amarilla,,6.0,,,,,2466.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56.423937283239596,,80.10178377413679,
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,pase,,00:42:04,00:42:04,0.0,"20,98",s arquero pie,10,1.0,"193,96",,,,2524.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,19.742613778177695,192.88188287626014,98.04487850316589,96.23190259762103
2022/04/05,Velez,VELEZ RESERVA,20:18:22,22:53:32,recuperacion,,00:42:12,00:42:12,0.0,"190,4",encontrada,,10.0,,,,,2532.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,189.8369116007993,,3.9529746307783,
