Session.Start.Date,tiempo,partido,Session.Start,Session.End,Evento,Tag.Notes,Tag.Start,Tag.End,Tag.Duration.(secs),coord.final,Jugador.2,Jugador.1,Calificacion,coord.inicial,Subevento,Optional.Column,segundos,remate-Gol,remate-Fuera,remate-Al-arco,remate-Interceptado,remate-Cabeza,pase-Asistencia,pase-Completado,pase-Incompleto,pase-Inteligente,centro-Asistencia,centro-Completado,centro-Interceptado,centro-Bloqueado,centro-Fuera,duelo-Aereo-Perdido,duelo-Aereo-Ganado,duelo-Disputa-suelo-Perdida,duelo-Disputa-suelo-Ganada,duelo-Gambeta-contra-Ganada,duelo-Gambeta-contra-Perdida,duelo-Gambeta-favor-Perdida,duelo-Gambeta-favor-Ganada,duelo-Pivote-Perdido,duelo-Pivote-Ganado,falta-Cometida,falta-Recibida,falta-Penal-cometido,falta-Penal-recibido,falta-Offside,falta-Tarjeta-amarilla,falta-Tarjeta-roja,recuperacion-Robo,recuperacion-Encontrada,recuperacion-Intercepcion-suelo,recuperacion-Intercepcion-aereo,recuperacion-Intercepcion-anticipo,recuperacion-Disputa-suelo,parado-Lateral-interceptado,parado-Lateral-completado,parado-Corner-interceptado,parado-Corner-completado,parado-Tiro-libre-incompleto,parado-Tiro-libre-completado,perdida-Gambeta,perdida-Robo,perdida-Intercepcion,perdida-Error-tecnico,perdida-Balon-fuera,perdida-Error-tactico,perdida-Atajada,arquero-Gol-rival,arquero-Gol-rival-atajable,arquero-Atajada,arquero-Intercepcion-aerea,arquero-Intercepcion,arquero-Anticipo,arquero-Saque-mano,arquero-Saque-pie,arquero-Saque-meta,coord.final.num,coord.inicial.x,coord.final.x,coord.inicial.y,coord.final.y
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,arquero,,00:15:38,00:15:38,0.0,"52,17",Rival,1.0,Bueno,"27,99",salvada/atajada,,938.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,27.313191424392365,51.52424605038722,99.29941360642013,16.921228334353287
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:15:42,00:15:42,0.0,"82,151",5,1.0,,"28,87",s arquero mano,,942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0,28.36090036284532,81.55115339598002,86.88612722890505,150.63028244944059
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:15:49,00:15:49,0.0,"202,150",7,5.0,,"145,154",corto,,949.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,144.9749204185169,202.18894301338565,154.34130610242482,149.85025823498614
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,perdida,,00:15:50,00:15:50,0.0,,,5.0,,"169,147",interceptado,,950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,168.7354966777169,,146.67293543723204,
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:16:55,00:16:55,0.0,"176,161",8,4.0,,"120,156",corto,,1015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,119.76794588726983,176.107921596269,156.2705302549403,160.79026239492345
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:16:56,00:16:56,0.0,"153,127",5,8.0,,"176,138",corto,,1016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,176.47645573797405,153.28992843760972,137.99966209839369,126.85021722723826
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:16:56,00:16:56,0.0,"162,141",8,5.0,,"153,129",corto,,1016.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,153.46062399875564,161.8114027347711,129.26027721915528,140.5873302708864
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,perdida,,00:17:01,00:17:01,0.0,,,5.0,,"146,158",interceptado,,1021.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,145.5459554313544,,158.06152296536195,
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:17:21,00:17:21,0.0,"117,102",5,2.0,,"105,85",corto,,1041.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,105.41881946424314,117.19230302008546,84.71468880307836,101.5618288197258
2022/07/11,Pases Arsenal ,Arsenal,21:22:05,23:24:23,pase,,00:17:27,00:17:27,0.0,"124,148",6,5.0,,"93,79",corto,,1047.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,93.45083064696279,123.76835191444133,78.86762065232361,147.69771340387015
