Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas,Categoria,Jugador2,Jugador,Zonas_final,Calificacion,Optional Column
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Gol rival,,00:49:58,00:50:04,6.000,3,Directa,,1,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pelota parada,,00:50:30,00:50:36,6.000,11,Saque del medio,5,9,8,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:50:34,00:50:40,6.000,8,corto,3,5,7,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:50:39,00:50:45,6.000,7,largo,10,3,16,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Perdida,,00:50:44,00:50:50,6.000,20,Robo,,10,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pelota parada,,00:51:11,00:51:17,6.000,16,Lateral corto,9,3,19,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Perdida,,00:51:17,00:51:23,6.000,19,Duelo,,9,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Recuperacion,,00:51:34,00:51:40,6.000,8,Intercepcion,,3,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:51:41,00:51:47,6.000,12,corto,4,8,9,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Despeje,,00:51:43,00:51:49,6.000,9,Despeje,Rival,4,17,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Duelo,,00:52:15,00:52:21,6.000,5,Disputa suelo,,2,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Recuperacion,,00:52:18,00:52:24,6.000,5,Duelo,,2,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:52:18,00:52:24,6.000,5,largo,9,2,15,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Perdida,,00:52:20,00:52:26,6.000,15,intercepcion aereo,,9,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Recuperacion,,00:52:25,00:52:31,6.000,12,Robo,,10,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Falta,,00:52:29,00:52:35,6.000,12,Hecha,,10,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:07:39,00:07:39,0.000,24,centro aereo,9,8,20,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:07:41,00:07:41,0.000,20,corto,7,9,21,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Falta,,00:07:42,00:07:42,0.000,21,Penal recibido ,,7,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:12:31,00:12:31,0.000,3,S arquero pie,6,1,2,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:12:33,00:12:33,0.000,2,medio,3,6,7,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:13:42,00:13:42,0.000,5,corto,5,2,9,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:13:44,00:13:44,0.000,9,corto,4,5,6,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:13:47,00:13:47,0.000,6,corto,2,4,5,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:16:43,00:16:43,0.000,12,corto,11,8,11,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:16:46,00:16:46,0.000,11,corto,3,11,10,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:16:56,00:16:56,0.000,19,centro aereo,11,8,23,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:16:56,00:16:56,0.000,23,corto,4,11,23,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:19:47,00:19:47,0.000,11,corto,8,2,15,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:19:50,00:19:50,0.000,15,corto,4,8,18,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Remate cabeza,,00:19:54,00:19:54,0.000,21,Facil,,2,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:17:38,00:17:38,0.000,14,corto,4,11,15,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:17:39,00:17:39,0.000,15,corto,9,4,18,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:17:43,00:17:43,0.000,15,corto,4,9,12,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:21:32,00:21:32,0.000,9,corto,8,2,12,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:21:33,00:21:33,0.000,12,corto,5,8,11,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:21:37,00:21:37,0.000,11,medio,3,5,13,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:21:37,00:21:37,0.000,13,corto,5,3,13,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:21:57,00:21:57,0.000,12,corto,2,4,9,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:21:59,00:21:59,0.000,9,corto,5,2,8,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:22:01,00:22:01,0.000,8,corto,2,5,9,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:22:03,00:22:03,0.000,9,corto,5,2,8,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:22:05,00:22:05,0.000,8,corto,1,5,5,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:22:09,00:22:09,0.000,5,corto,6,1,4,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:22:15,00:22:15,0.000,8,medio,2,6,9,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:22:17,00:22:17,0.000,9,corto,8,2,12,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Perdida,,00:22:19,00:22:19,0.000,12,Robo,,8,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:23:39,00:23:39,0.000,7,corto,6,3,8,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:23:41,00:23:41,0.000,8,corto,1,6,4,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:23:44,00:23:44,0.000,4,corto,6,1,4,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Perdida,,00:23:59,00:23:59,0.000,16,Duelo,,7,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pelota parada,,00:24:30,00:24:30,0.000,19,Lateral largo,9,3,20,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:24:31,00:24:31,0.000,20,corto,3,9,19,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:24:34,00:24:34,0.000,19,centro aereo,7,3,22,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Perdida,,00:24:35,00:24:35,0.000,19,Interceptado,7,3,22,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:26:21,00:26:21,0.000,9,corto,6,4,5,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:26:23,00:26:23,0.000,9,corto,5,6,9,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:26:26,00:26:26,0.000,8,largo,11,5,18,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:26:28,00:26:28,0.000,24,centro aereo,Rival,11,21,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:27:00,00:27:00,0.000,11,medio,3,6,13,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:27:03,00:27:03,0.000,13,medio,6,3,10,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:27:13,00:27:13,0.000,8,largo,3,1,13,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:32:10,00:32:10,0.000,14,inteligente,7,6,19,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:32:14,00:32:14,0.000,19,medio,9,7,21,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:36:54,00:36:54,0.000,7,corto,8,6,10,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:36:56,00:36:56,0.000,10,corto,5,8,11,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:37:06,00:37:06,0.000,15,corto,11,4,18,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:37:06,00:37:06,0.000,24,centro aereo,9,11,22,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Gol ,,00:37:11,00:37:11,0.000,22,Directa,,9,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:38:49,00:38:49,0.000,7,corto,6,3,1,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:38:52,00:38:52,0.000,1,medio,10,6,10,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:38:54,00:38:54,0.000,10,corto,9,10,13,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:38:55,00:38:55,0.000,13,corto,10,9,14,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:38:57,00:38:57,0.000,14,corto,11,9,14,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Perdida,,00:38:58,00:38:58,0.000,14,Robo,,11,,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:43:12,00:43:12,0.000,16,inteligente,9,3,17,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:43:13,00:43:13,0.000,17,corto,11,9,18,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Remate pie,,00:43:15,00:43:15,0.000,18,Media distancia,Rival,11,22,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Gol ,,00:43:15,00:43:15,0.000,18,Directa,,11,Volver,,
2022/02/21,Fecha 1 vs Independiente,Primer tiempo,14:00:19,16:03:54,Pase,,00:32:51,00:32:51,0.000,15,medio,9,4,18,,
