Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas,Categoria,Jugador2,Jugador,Zonas_final,Dificultad,Optional Column
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Perdida,,01:25:30,01:25:30,0.000,19,Interceptado,,3,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:25:46,01:25:46,0.000,7,corto,14,2,8,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:25:52,01:25:52,0.000,11,corto,3,14,13,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:25:59,01:25:59,0.000,13,corto,2,3,11,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:26:01,01:26:01,0.000,11,corto,4,2,11,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:26:12,01:26:12,0.000,17,corto,10,4,16,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Remate pie,,01:26:17,01:26:17,0.000,16,Larga distancia,Rival,10,22,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Perdida,,01:26:18,01:26:18,0.000,16,Atajada,,10,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:26:33,01:26:33,0.000,11,corto,8,7,9,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:26:35,01:26:35,0.000,9,corto,5,8,8,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:26:45,01:26:45,0.000,11,medio,Rival,5,16,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Perdida,,01:26:45,01:26:45,0.000,11,Balon afuera lateral,,5,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Falta,,01:28:01,01:28:01,0.000,10,Hecha,,7,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:29:45,01:29:45,0.000,14,corto,7,14,18,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Falta,,01:29:57,01:29:57,0.000,18,Recibida,,7,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:30:51,01:30:51,0.000,16,centro aereo,Rival,8,21,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Perdida,,01:30:51,01:30:51,0.000,16,Interceptado,,8,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:31:28,01:31:28,0.000,14,corto,9,10,17,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:32:30,01:32:30,0.000,3,S arquero pie,8,1,9,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:32:37,01:32:37,0.000,9,medio,7,8,18,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Perdida,,01:32:37,01:32:37,0.000,9,Balon afuera lateral,,8,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Sustitucion,,01:33:36,01:33:36,0.000,,,,,,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Falta,,01:33:51,01:33:51,0.000,18,Hecha,,11,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Falta,,01:34:22,01:34:22,0.000,10,Hecha,,5,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Arquero,,01:34:40,01:34:40,0.000,4,Remate atajable,,1,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:34:47,01:34:47,0.000,4,S arquero mano,10,1,16,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:34:49,01:34:49,0.000,16,corto,18,10,16,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:34:53,01:34:53,0.000,16,corto,5,18,13,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:34:57,01:34:57,0.000,16,corto,Rival,5,22,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Perdida,,01:34:58,01:34:58,0.000,16,Interceptado,,5,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Arquero,,01:35:16,01:35:16,0.000,8,Salvada/Atajada,,1,Volver,Media,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:36:09,01:36:09,0.000,17,corto,16,18,17,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:36:11,01:36:11,0.000,17,corto,2,16,23,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:36:12,01:36:12,0.000,23,corto,16,2,21,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Remate pie,,01:36:13,01:36:13,0.000,21,Corta distancia,Rival,16,20,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Perdida,,01:36:14,01:36:14,0.000,21,Balon afuera fondo,,16,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Falta,,01:37:47,01:37:47,0.000,11,Recibida,,11,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:38:22,01:38:22,0.000,12,corto,16,4,15,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:38:23,01:38:23,0.000,15,corto,Rival,16,15,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Perdida,,01:38:24,01:38:24,0.000,15,Balon afuera lateral,,16,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Gol rival,,01:38:55,01:38:55,0.000,4,Indirecta,,,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Arquero,,01:38:57,01:38:57,0.000,4,Remate atajable,,1,Volver,,
2022/07/14,central cordoba ,pases ,11:05:27,13:15:32,Pase,,01:39:48,01:39:48,0.000,11,corto,5,18,11,,
