Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas_final,Jugador2,Jugador,Calificacion,Zonas,Categoria,Optional Column
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,00:20:29,00:20:29,0.000,Volver,,3,,8,Hecha,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:23,00:22:23,0.000,15,7,1,,3,S arquero pie,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:29,00:22:29,0.000,15,8,7,,15,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:33,00:22:33,0.000,11,2,8,,15,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:38,00:22:38,0.000,12,6,2,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:41,00:22:41,0.000,11,2,6,,12,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:44,00:22:44,0.000,14,5,2,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:45,00:22:45,0.000,11,2,5,,14,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:48,00:22:48,0.000,13,3,2,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:52,00:22:52,0.000,10,2,3,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:54,00:22:54,0.000,12,8,2,,10,medio,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:22:56,00:22:56,0.000,12,6,8,,12,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:23:00,00:23:00,0.000,8,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:23:03,00:23:03,0.000,13,5,2,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:23:04,00:23:04,0.000,10,2,5,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:23:08,00:23:08,0.000,9,6,2,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:23:11,00:23:11,0.000,7,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:23:16,00:23:16,0.000,10,3,2,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:23:36,00:23:36,0.000,24,10,8,,18,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:23:39,00:23:39,0.000,21,7,10,,24,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Remate pie,,00:23:41,00:23:41,0.000,22,Rival,7,,21,Remate bloqueado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:24:20,00:24:20,0.000,21,2,8,,18,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Remate cabeza,,00:24:22,00:24:22,0.000,22,Rival,2,,21,Dificil,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:25:28,00:25:28,0.000,8,6,2,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:25:33,00:25:33,0.000,8,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:25:38,00:25:38,0.000,10,5,2,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,00:25:38,00:25:38,0.000,Volver,,2,,7,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:26:44,00:26:44,0.000,9,6,2,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:26:47,00:26:47,0.000,7,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:26:57,00:26:57,0.000,9,6,2,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:03,00:27:03,0.000,12,8,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:04,00:27:04,0.000,12,5,8,,12,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:06,00:27:06,0.000,9,6,5,,12,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:07,00:27:07,0.000,7,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:12,00:27:12,0.000,13,3,2,,11,medio,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:12,00:27:12,0.000,13,10,3,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:15,00:27:15,0.000,13,3,10,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:17,00:27:17,0.000,10,2,3,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:26,00:27:26,0.000,11,6,2,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:28,00:27:28,0.000,12,8,6,,11,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:32,00:27:32,0.000,12,6,8,,12,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:34,00:27:34,0.000,10,2,6,,12,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:27:41,00:27:41,0.000,20,9,2,,10,largo,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Remate pie,,00:27:43,00:27:43,0.000,22,Rival,9,,20,Corta distancia,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:29:21,00:29:21,0.000,8,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:29:27,00:29:27,0.000,9,6,2,,8,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:29:32,00:29:32,0.000,8,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:29:36,00:29:36,0.000,7,3,2,,8,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:29:39,00:29:39,0.000,7,5,3,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:29:42,00:29:42,0.000,10,10,5,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:29:46,00:29:46,0.000,13,9,10,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:29:48,00:29:48,0.000,19,11,9,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:29:51,00:29:51,0.000,21,9,11,,19,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,00:29:52,00:29:52,0.000,Volver,,11,,19,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,00:31:12,00:31:12,0.000,Volver,,9,,18,Recibida,
